session_id,user_id,session_date,experiment_week,device_type,event_category,variant,event_view,seat_selected,checkout_started,purchased,order_value,time_to_purchase_sec
1022,7776,2024-03-14 13:40:00,2,mobile,concerts,control,1,1,0,0,,
1023,3641,2024-03-23 13:03:00,3,mobile,sports,treatment,1,0,0,0,,
1024,5344,2024-03-09 15:05:00,1,mobile,concerts,control,1,0,0,0,,
1025,2684,2024-03-22 20:44:00,3,mobile,sports,control,1,1,1,1,141.55,273
1026,7171,2024-03-10 11:41:00,1,mobile,sports,control,1,0,0,0,,
1027,4613,2024-03-05 22:24:00,1,mobile,concerts,control,1,0,0,0,,
1028,7871,2024-03-17 22:49:00,2,desktop,sports,control,1,1,1,1,115.29,414
1029,944,2024-03-05 11:14:00,1,desktop,concerts,treatment,1,0,0,0,,
1030,3172,2024-03-07 17:40:00,1,mobile,concerts,treatment,1,1,0,0,,
1031,1732,2024-03-06 14:45:00,1,mobile,concerts,treatment,1,1,1,1,135.47,164
1032,1092,2024-03-09 17:03:00,1,mobile,concerts,control,1,0,0,0,,
1033,5908,2024-03-20 9:47:00,3,desktop,sports,treatment,1,1,1,1,185.3,136
1034,4843,2024-03-11 14:45:00,2,mobile,concerts,treatment,1,0,0,0,,
1035,4773,2024-03-21 12:19:00,3,mobile,concerts,control,1,0,0,0,,
1036,151,2024-03-15 14:34:00,2,desktop,concerts,treatment,1,0,0,0,,
1037,258,2024-03-24 13:23:00,3,desktop,concerts,treatment,1,0,0,0,,
1038,7887,2024-03-24 14:23:00,3,mobile,concerts,treatment,1,1,1,1,125.95,185
1039,1011,2024-03-16 9:17:00,2,mobile,sports,control,1,0,0,0,,
1040,8482,2024-03-09 20:54:00,1,mobile,concerts,treatment,1,1,1,1,127.62,256
1041,3544,2024-03-19 9:55:00,3,mobile,concerts,treatment,1,1,1,1,47.67,133
1042,870,2024-03-05 19:13:00,1,desktop,sports,control,1,0,0,0,,
1043,3342,2024-03-04 13:14:00,1,mobile,sports,treatment,1,0,0,0,,
1044,848,2024-03-06 22:04:00,1,desktop,theatre,treatment,1,0,0,0,,
1045,95,2024-03-10 12:56:00,1,desktop,sports,control,1,1,0,0,,
1046,7182,2024-03-18 14:03:00,3,mobile,concerts,control,1,0,0,0,,
1047,4852,2024-03-09 17:29:00,1,mobile,concerts,control,1,1,1,0,,
1048,3513,2024-03-04 9:08:00,1,desktop,theatre,treatment,1,1,0,0,,
1049,2088,2024-03-09 15:07:00,1,desktop,theatre,treatment,1,1,1,1,162.49,229
1050,1390,2024-03-12 16:33:00,2,mobile,concerts,treatment,1,1,0,0,,
1051,7254,2024-03-13 10:22:00,2,desktop,concerts,treatment,1,1,1,0,,
1052,2871,2024-03-18 19:40:00,3,desktop,theatre,treatment,1,0,0,0,,
1053,1695,2024-03-20 18:25:00,3,mobile,concerts,control,1,1,0,0,,
1054,3868,2024-03-06 20:42:00,1,desktop,concerts,control,1,1,0,0,,
1055,2991,2024-03-17 18:30:00,2,mobile,theatre,control,1,0,0,0,,
1056,1039,2024-03-04 18:28:00,1,mobile,concerts,treatment,1,1,0,0,,
1057,1407,2024-03-14 11:51:00,2,desktop,theatre,control,1,1,0,0,,
1058,1227,2024-03-18 12:02:00,3,mobile,theatre,treatment,1,1,0,0,,
1059,3207,2024-03-15 12:16:00,2,desktop,theatre,treatment,1,1,0,0,,
1060,8300,2024-03-06 17:10:00,1,desktop,theatre,control,1,0,0,0,,
1061,4030,2024-03-10 19:26:00,1,mobile,concerts,control,1,0,0,0,,
1062,4647,2024-03-20 14:27:00,3,desktop,theatre,treatment,1,1,0,0,,
1063,5234,2024-03-10 8:38:00,1,mobile,sports,control,1,0,0,0,,
1064,352,2024-03-06 13:35:00,1,desktop,concerts,control,1,1,1,1,91.03,161
1065,3967,2024-03-10 19:32:00,1,mobile,concerts,control,1,1,0,0,,
1066,8197,2024-03-05 11:24:00,1,desktop,sports,treatment,1,1,0,0,,
1067,385,2024-03-13 11:26:00,2,desktop,theatre,control,1,1,1,0,,
1068,670,2024-03-20 12:14:00,3,mobile,concerts,treatment,1,0,0,0,,
1069,658,2024-03-23 13:29:00,3,mobile,sports,control,1,1,0,0,,
1070,4943,2024-03-22 11:05:00,3,desktop,theatre,control,1,0,0,0,,
1071,1648,2024-03-16 9:19:00,2,desktop,sports,control,1,1,1,1,140.12,303
1072,2626,2024-03-22 11:17:00,3,desktop,sports,control,1,1,1,1,123,180
1073,6455,2024-03-20 14:13:00,3,desktop,sports,treatment,1,0,0,0,,
1074,1036,2024-03-13 16:57:00,2,desktop,concerts,treatment,1,1,1,1,111.7,193
1075,2946,2024-03-10 17:14:00,1,mobile,theatre,control,1,1,1,1,89.86,200
1076,2469,2024-03-09 19:09:00,1,mobile,sports,control,1,1,0,0,,
1077,2513,2024-03-19 14:05:00,3,mobile,theatre,treatment,1,0,0,0,,
1078,7169,2024-03-22 14:17:00,3,mobile,sports,control,1,0,0,0,,
1079,1808,2024-03-23 16:51:00,3,mobile,concerts,treatment,1,0,0,0,,
1080,3042,2024-03-16 21:42:00,2,desktop,concerts,treatment,1,1,0,0,,
1081,2028,2024-03-05 17:18:00,1,desktop,concerts,treatment,1,1,1,1,150.77,93
1082,2774,2024-03-23 18:18:00,3,mobile,concerts,treatment,1,1,0,0,,
1083,8240,2024-03-16 20:23:00,2,mobile,sports,control,1,1,1,1,109.13,243
1084,7902,2024-03-20 10:14:00,3,mobile,sports,control,1,0,0,0,,
1085,4663,2024-03-06 15:26:00,1,mobile,sports,control,1,1,0,0,,
1086,827,2024-03-15 14:42:00,2,mobile,sports,treatment,1,0,0,0,,
1087,3354,2024-03-15 16:20:00,2,mobile,sports,control,1,1,0,0,,
1088,7129,2024-03-12 15:59:00,2,mobile,theatre,control,1,1,0,0,,
1089,7730,2024-03-13 17:11:00,2,mobile,theatre,treatment,1,1,1,0,,
1090,4559,2024-03-12 14:17:00,2,desktop,theatre,control,1,1,1,1,58.31,260
1091,2404,2024-03-05 17:16:00,1,mobile,sports,control,1,0,0,0,,
1092,4200,2024-03-24 15:05:00,3,mobile,concerts,control,1,1,0,0,,
1093,3387,2024-03-16 9:35:00,2,mobile,concerts,treatment,1,0,0,0,,
1094,4850,2024-03-14 22:11:00,2,mobile,sports,treatment,1,0,0,0,,
1095,7678,2024-03-04 19:26:00,1,desktop,concerts,treatment,1,0,0,0,,
1096,7060,2024-03-09 20:00:00,1,desktop,theatre,treatment,1,0,0,0,,
1097,7485,2024-03-13 9:43:00,2,mobile,sports,control,1,0,0,0,,
1098,4416,2024-03-07 17:16:00,1,mobile,concerts,treatment,1,1,1,0,,
1099,8065,2024-03-07 22:29:00,1,desktop,theatre,treatment,1,1,1,1,33.24,248
1100,1690,2024-03-19 17:09:00,3,desktop,concerts,treatment,1,0,0,0,,
1101,5484,2024-03-24 14:17:00,3,desktop,concerts,treatment,1,1,1,1,143.06,233
1102,6002,2024-03-11 20:55:00,2,mobile,theatre,treatment,1,1,1,1,81.3,138
1103,434,2024-03-04 19:00:00,1,mobile,sports,treatment,1,1,1,1,70.99,151
1104,1749,2024-03-14 11:16:00,2,desktop,theatre,control,1,1,1,1,67.22,318
1105,2556,2024-03-19 19:31:00,3,desktop,concerts,control,1,0,0,0,,
1106,2970,2024-03-08 9:58:00,1,mobile,theatre,control,1,1,0,0,,
1107,4056,2024-03-07 12:46:00,1,mobile,sports,control,1,1,0,0,,
1108,3877,2024-03-22 22:49:00,3,mobile,concerts,treatment,1,1,1,1,50.49,67
1109,5003,2024-03-15 13:35:00,2,desktop,concerts,treatment,1,0,0,0,,
1110,4595,2024-03-20 22:29:00,3,mobile,theatre,control,1,0,0,0,,
1111,2031,2024-03-24 9:34:00,3,mobile,sports,treatment,1,0,0,0,,
1112,728,2024-03-21 18:49:00,3,desktop,theatre,control,1,0,0,0,,
1113,4630,2024-03-17 19:05:00,2,mobile,concerts,treatment,1,1,1,0,,
1114,2881,2024-03-04 16:42:00,1,mobile,concerts,control,1,1,1,0,,
1115,1500,2024-03-16 22:13:00,2,desktop,concerts,treatment,1,0,0,0,,
1116,2063,2024-03-12 17:19:00,2,desktop,concerts,treatment,1,1,0,0,,
1117,7952,2024-03-09 15:22:00,1,mobile,concerts,control,1,1,1,1,121.87,302
1118,6321,2024-03-24 16:15:00,3,mobile,concerts,control,1,1,1,0,,
1119,2864,2024-03-24 21:54:00,3,mobile,concerts,treatment,1,0,0,0,,
1120,2697,2024-03-23 18:25:00,3,desktop,theatre,control,1,1,1,1,108.76,190
1121,7188,2024-03-04 18:43:00,1,mobile,concerts,treatment,1,0,0,0,,
1122,4704,2024-03-04 13:53:00,1,mobile,theatre,treatment,1,0,0,0,,
1123,5284,2024-03-10 9:29:00,1,desktop,concerts,control,1,1,1,0,,
1124,5811,2024-03-14 17:38:00,2,mobile,concerts,treatment,1,0,0,0,,
1125,7233,2024-03-20 8:52:00,3,mobile,theatre,treatment,1,0,0,0,,
1126,2204,2024-03-04 12:44:00,1,mobile,theatre,treatment,1,1,0,0,,
1127,1415,2024-03-09 13:40:00,1,mobile,concerts,control,1,1,1,0,,
1128,5574,2024-03-20 17:25:00,3,mobile,theatre,control,1,0,0,0,,
1129,5370,2024-03-16 18:49:00,2,mobile,concerts,control,1,1,1,0,,
1130,236,2024-03-18 10:13:00,3,desktop,theatre,control,1,0,0,0,,
1131,2830,2024-03-11 20:57:00,2,mobile,concerts,treatment,1,1,1,1,151.22,238
1132,3374,2024-03-09 14:03:00,1,desktop,sports,treatment,1,1,0,0,,
1133,5149,2024-03-11 18:36:00,2,mobile,sports,treatment,1,1,1,1,134.17,101
1134,7384,2024-03-16 14:12:00,2,mobile,concerts,control,1,0,0,0,,
1135,1477,2024-03-12 11:24:00,2,desktop,concerts,control,1,0,0,0,,
1136,5803,2024-03-08 17:43:00,1,mobile,concerts,treatment,1,1,1,1,39.23,196
1137,282,2024-03-14 8:18:00,2,mobile,theatre,treatment,1,0,0,0,,
1138,7984,2024-03-23 12:08:00,3,mobile,concerts,treatment,1,0,0,0,,
1139,4223,2024-03-16 17:09:00,2,desktop,theatre,control,1,1,1,1,98.96,166
1140,5191,2024-03-24 18:39:00,3,mobile,concerts,treatment,1,0,0,0,,
1141,875,2024-03-10 18:19:00,1,mobile,concerts,control,1,0,0,0,,
1142,2670,2024-03-08 18:22:00,1,mobile,concerts,treatment,1,0,0,0,,
1143,8193,2024-03-06 22:43:00,1,mobile,sports,control,1,0,0,0,,
1144,217,2024-03-15 16:36:00,2,mobile,sports,treatment,1,1,1,1,137.12,230
1145,3846,2024-03-23 17:20:00,3,desktop,theatre,control,1,0,0,0,,
1146,745,2024-03-24 17:03:00,3,mobile,concerts,treatment,1,1,1,1,108.15,209
1147,4511,2024-03-13 18:34:00,2,mobile,sports,control,1,0,0,0,,
1148,8309,2024-03-07 8:04:00,1,mobile,sports,treatment,1,0,0,0,,
1149,6659,2024-03-19 22:26:00,3,mobile,concerts,treatment,1,1,1,0,,
1150,4506,2024-03-19 10:57:00,3,mobile,sports,control,1,1,1,0,,
1151,3243,2024-03-05 15:19:00,1,mobile,concerts,treatment,1,1,0,0,,
1152,3151,2024-03-08 17:18:00,1,mobile,concerts,treatment,1,1,1,1,93.91,168
1153,5304,2024-03-09 22:43:00,1,desktop,concerts,treatment,1,0,0,0,,
1154,8099,2024-03-07 10:14:00,1,mobile,sports,treatment,1,1,0,0,,
1155,3720,2024-03-07 17:10:00,1,mobile,concerts,treatment,1,1,1,1,40.34,165
1156,6736,2024-03-19 14:14:00,3,mobile,concerts,treatment,1,1,0,0,,
1157,8122,2024-03-15 13:33:00,2,mobile,theatre,control,1,0,0,0,,
1158,1671,2024-03-07 14:05:00,1,mobile,sports,control,1,0,0,0,,
1159,6587,2024-03-20 10:54:00,3,mobile,theatre,control,1,1,1,1,68.88,252
1160,5756,2024-03-21 10:20:00,3,mobile,theatre,treatment,1,0,0,0,,
1161,5655,2024-03-12 15:30:00,2,mobile,sports,control,1,0,0,0,,
1162,2631,2024-03-17 10:08:00,2,mobile,sports,treatment,1,1,1,1,144.71,222
1163,2665,2024-03-16 19:33:00,2,mobile,concerts,treatment,1,1,0,0,,
1164,1672,2024-03-20 8:24:00,3,desktop,concerts,treatment,1,0,0,0,,
1165,8355,2024-03-21 19:18:00,3,mobile,sports,control,1,0,0,0,,
1166,5397,2024-03-11 19:35:00,2,mobile,sports,control,1,1,0,0,,
1167,2907,2024-03-09 18:50:00,1,desktop,concerts,control,1,0,0,0,,
1168,3571,2024-03-15 13:11:00,2,mobile,concerts,control,1,0,0,0,,
1169,1571,2024-03-22 22:45:00,3,mobile,theatre,control,1,1,0,0,,
1170,6349,2024-03-09 12:26:00,1,mobile,sports,control,1,0,0,0,,
1171,6080,2024-03-07 20:57:00,1,mobile,concerts,control,1,0,0,0,,
1172,2475,2024-03-04 16:29:00,1,mobile,sports,control,1,0,0,0,,
1173,2078,2024-03-19 12:45:00,3,mobile,theatre,treatment,1,1,0,0,,
1174,2792,2024-03-10 8:56:00,1,desktop,concerts,control,1,0,0,0,,
1175,3126,2024-03-04 21:56:00,1,mobile,concerts,control,1,0,0,0,,
1176,1343,2024-03-04 16:47:00,1,desktop,concerts,treatment,1,1,1,1,98.92,166
1177,5098,2024-03-06 18:12:00,1,mobile,concerts,control,1,0,0,0,,
1178,6792,2024-03-17 16:00:00,2,mobile,theatre,control,1,1,1,1,56.42,167
1179,3426,2024-03-12 19:07:00,2,mobile,theatre,treatment,1,1,1,1,43.02,175
1180,4501,2024-03-14 21:00:00,2,mobile,theatre,control,1,0,0,0,,
1181,6176,2024-03-22 15:27:00,3,mobile,concerts,control,1,1,1,0,,
1182,7727,2024-03-16 15:49:00,2,mobile,concerts,control,1,1,1,1,88.47,171
1183,5525,2024-03-14 19:51:00,2,mobile,sports,control,1,0,0,0,,
1184,7302,2024-03-11 17:00:00,2,mobile,concerts,control,1,0,0,0,,
1185,3188,2024-03-19 19:03:00,3,mobile,sports,treatment,1,0,0,0,,
1186,4181,2024-03-04 14:47:00,1,mobile,sports,treatment,1,1,0,0,,
1187,5940,2024-03-07 10:36:00,1,mobile,concerts,treatment,1,1,1,0,,
1188,3957,2024-03-16 8:29:00,2,desktop,concerts,control,1,1,1,0,,
1189,951,2024-03-06 18:33:00,1,mobile,concerts,control,1,0,0,0,,
1190,1006,2024-03-05 19:21:00,1,desktop,concerts,control,1,1,1,0,,
1191,5025,2024-03-17 14:31:00,2,desktop,sports,control,1,1,1,1,199,118
1192,3395,2024-03-19 18:32:00,3,desktop,concerts,treatment,1,0,0,0,,
1193,143,2024-03-14 11:17:00,2,mobile,concerts,treatment,1,0,0,0,,
1194,7377,2024-03-23 13:27:00,3,mobile,concerts,treatment,1,0,0,0,,
1195,1963,2024-03-17 21:47:00,2,desktop,theatre,treatment,1,1,1,1,76.29,150
1196,4048,2024-03-23 22:29:00,3,mobile,sports,control,1,1,1,0,,
1197,6644,2024-03-12 20:46:00,2,desktop,concerts,treatment,1,0,0,0,,
1198,3133,2024-03-07 13:53:00,1,desktop,sports,treatment,1,0,0,0,,
1199,6454,2024-03-13 12:47:00,2,mobile,concerts,control,1,0,0,0,,
1200,2004,2024-03-11 13:42:00,2,mobile,concerts,control,1,0,0,0,,
1201,7781,2024-03-13 19:10:00,2,mobile,concerts,control,1,1,0,0,,
1202,5189,2024-03-23 12:00:00,3,desktop,concerts,control,1,1,1,1,93.43,197
1203,6852,2024-03-20 16:25:00,3,desktop,concerts,control,1,1,0,0,,
1204,7879,2024-03-23 21:56:00,3,mobile,sports,treatment,1,1,0,0,,
1205,553,2024-03-12 11:09:00,2,mobile,concerts,control,1,1,1,1,88.87,234
1206,771,2024-03-12 14:15:00,2,mobile,concerts,control,1,1,1,1,68.21,222
1207,6407,2024-03-17 9:19:00,2,mobile,concerts,control,1,1,0,0,,
1208,869,2024-03-08 12:43:00,1,desktop,sports,treatment,1,1,1,1,198.01,36
1209,6097,2024-03-18 10:27:00,3,mobile,theatre,treatment,1,0,0,0,,
1210,4206,2024-03-18 12:22:00,3,mobile,theatre,treatment,1,0,0,0,,
1211,372,2024-03-06 16:27:00,1,mobile,concerts,control,1,1,0,0,,
1212,4616,2024-03-07 14:30:00,1,mobile,sports,control,1,1,0,0,,
1213,3196,2024-03-12 11:20:00,2,mobile,concerts,treatment,1,1,1,0,,
1214,3889,2024-03-08 15:44:00,1,mobile,theatre,control,1,0,0,0,,
1215,1912,2024-03-16 17:26:00,2,desktop,sports,control,1,1,0,0,,
1216,3560,2024-03-06 12:18:00,1,mobile,sports,treatment,1,0,0,0,,
1217,2299,2024-03-16 9:28:00,2,mobile,sports,control,1,1,0,0,,
1218,3172,2024-03-16 22:33:00,2,mobile,concerts,treatment,1,1,0,0,,
1219,8074,2024-03-09 8:15:00,1,desktop,sports,treatment,1,1,0,0,,
1220,5416,2024-03-04 18:22:00,1,mobile,sports,treatment,1,1,0,0,,
1221,7830,2024-03-07 15:23:00,1,mobile,theatre,treatment,1,1,0,0,,
1222,7098,2024-03-23 12:47:00,3,mobile,theatre,control,1,0,0,0,,
1223,4215,2024-03-14 14:35:00,2,mobile,concerts,treatment,1,1,0,0,,
1224,3349,2024-03-17 16:10:00,2,mobile,concerts,control,1,0,0,0,,
1225,2153,2024-03-17 22:18:00,2,desktop,theatre,control,1,1,1,1,88.65,257
1226,4805,2024-03-10 10:52:00,1,desktop,sports,control,1,0,0,0,,
1227,2395,2024-03-04 9:44:00,1,desktop,sports,treatment,1,1,1,1,136.05,213
1228,2694,2024-03-13 20:15:00,2,mobile,sports,control,1,1,0,0,,
1229,6546,2024-03-07 21:16:00,1,mobile,sports,control,1,0,0,0,,
1230,7908,2024-03-13 8:09:00,2,desktop,concerts,treatment,1,1,1,1,106.98,227
1231,1671,2024-03-10 21:29:00,1,mobile,sports,control,1,1,1,0,,
1232,4528,2024-03-16 19:41:00,2,desktop,concerts,treatment,1,1,0,0,,
1233,217,2024-03-15 10:37:00,2,mobile,sports,treatment,1,0,0,0,,
1234,2842,2024-03-13 14:19:00,2,desktop,concerts,treatment,1,0,0,0,,
1235,5504,2024-03-13 8:49:00,2,mobile,concerts,control,1,0,0,0,,
1236,3254,2024-03-18 18:02:00,3,mobile,concerts,treatment,1,0,0,0,,
1237,7703,2024-03-20 16:24:00,3,mobile,concerts,control,1,0,0,0,,
1238,1942,2024-03-06 9:16:00,1,mobile,sports,treatment,1,1,0,0,,
1239,4252,2024-03-15 12:57:00,2,mobile,concerts,control,1,1,1,0,,
1240,5918,2024-03-18 20:37:00,3,desktop,sports,control,1,0,0,0,,
1241,7507,2024-03-11 20:00:00,2,mobile,concerts,control,1,0,0,0,,
1242,730,2024-03-14 14:37:00,2,mobile,sports,treatment,1,1,1,1,79.2,150
1243,5200,2024-03-12 21:18:00,2,mobile,concerts,control,1,1,0,0,,
1244,170,2024-03-05 22:13:00,1,mobile,theatre,treatment,1,1,1,0,,
1245,2633,2024-03-16 10:05:00,2,mobile,concerts,treatment,1,0,0,0,,
1246,3879,2024-03-09 21:54:00,1,mobile,sports,treatment,1,0,0,0,,
1247,2831,2024-03-08 15:03:00,1,mobile,theatre,control,1,1,1,0,,
1248,6092,2024-03-24 12:02:00,3,desktop,theatre,treatment,1,0,0,0,,
1249,1534,2024-03-09 19:09:00,1,mobile,theatre,treatment,1,1,0,0,,
1250,4160,2024-03-05 11:04:00,1,mobile,sports,treatment,1,1,0,0,,
1251,1160,2024-03-12 20:03:00,2,mobile,theatre,control,1,0,0,0,,
1252,2256,2024-03-09 17:37:00,1,mobile,sports,treatment,1,1,0,0,,
1253,3091,2024-03-16 22:18:00,2,mobile,concerts,treatment,1,0,0,0,,
1254,3446,2024-03-14 15:41:00,2,mobile,theatre,control,1,1,0,0,,
1255,877,2024-03-12 11:26:00,2,desktop,sports,treatment,1,0,0,0,,
1256,1792,2024-03-14 15:45:00,2,desktop,concerts,control,1,0,0,0,,
1257,3498,2024-03-16 18:02:00,2,desktop,concerts,control,1,1,1,0,,
1258,1632,2024-03-08 17:56:00,1,mobile,concerts,control,1,1,1,0,,
1259,324,2024-03-17 17:33:00,2,mobile,concerts,treatment,1,1,0,0,,
1260,4240,2024-03-05 15:18:00,1,mobile,sports,treatment,1,0,0,0,,
1261,1478,2024-03-21 15:16:00,3,desktop,theatre,treatment,1,1,1,1,78.8,165
1262,1612,2024-03-13 22:25:00,2,desktop,concerts,treatment,1,0,0,0,,
1263,7393,2024-03-15 9:45:00,2,desktop,theatre,treatment,1,0,0,0,,
1264,2973,2024-03-06 11:42:00,1,desktop,theatre,treatment,1,1,1,0,,
1265,3222,2024-03-09 10:17:00,1,mobile,theatre,treatment,1,0,0,0,,
1266,4375,2024-03-21 16:19:00,3,mobile,theatre,control,1,0,0,0,,
1267,3348,2024-03-05 16:58:00,1,mobile,theatre,treatment,1,0,0,0,,
1268,7386,2024-03-10 8:34:00,1,mobile,concerts,control,1,0,0,0,,
1269,1229,2024-03-15 19:21:00,2,desktop,concerts,control,1,1,1,0,,
1270,8457,2024-03-15 9:50:00,2,mobile,concerts,control,1,1,1,1,77.71,342
1271,7368,2024-03-15 11:14:00,2,mobile,theatre,control,1,0,0,0,,
1272,1075,2024-03-17 22:38:00,2,desktop,concerts,treatment,1,1,1,1,84.1,189
1273,6290,2024-03-06 9:28:00,1,mobile,theatre,treatment,1,0,0,0,,
1274,7231,2024-03-18 12:47:00,3,mobile,sports,treatment,1,1,1,1,167.27,164
1275,2559,2024-03-18 13:32:00,3,mobile,concerts,control,1,1,0,0,,
1276,856,2024-03-04 17:44:00,1,mobile,sports,treatment,1,1,0,0,,
1277,8449,2024-03-16 14:00:00,2,mobile,concerts,control,1,1,1,0,,
1278,5431,2024-03-17 18:32:00,2,mobile,concerts,control,1,1,1,1,44.22,242
1279,4907,2024-03-09 13:39:00,1,desktop,sports,control,1,0,0,0,,
1280,3205,2024-03-17 14:28:00,2,desktop,concerts,control,1,1,1,1,104.58,137
1281,7831,2024-03-11 15:04:00,2,mobile,concerts,control,1,1,1,0,,
1282,8373,2024-03-21 14:56:00,3,mobile,concerts,control,1,1,1,1,95.43,95
1283,4958,2024-03-22 17:33:00,3,mobile,concerts,treatment,1,1,0,0,,
1284,3277,2024-03-18 19:33:00,3,desktop,concerts,treatment,1,0,0,0,,
1285,1152,2024-03-08 15:59:00,1,desktop,concerts,control,1,1,0,0,,
1286,7413,2024-03-12 15:00:00,2,mobile,sports,treatment,1,0,0,0,,
1287,4999,2024-03-23 13:15:00,3,desktop,concerts,control,1,0,0,0,,
1288,6144,2024-03-04 19:37:00,1,desktop,sports,treatment,1,1,1,1,113.61,254
1289,6695,2024-03-09 9:54:00,1,mobile,concerts,control,1,1,0,0,,
1290,391,2024-03-06 21:07:00,1,desktop,concerts,control,1,0,0,0,,
1291,8478,2024-03-10 15:05:00,1,desktop,theatre,control,1,1,1,0,,
1292,1470,2024-03-22 17:29:00,3,desktop,concerts,control,1,1,1,1,141.05,145
1293,2363,2024-03-23 18:02:00,3,mobile,concerts,treatment,1,1,0,0,,
1294,6014,2024-03-18 17:23:00,3,mobile,concerts,control,1,0,0,0,,
1295,8046,2024-03-08 14:25:00,1,mobile,sports,control,1,0,0,0,,
1296,3408,2024-03-10 9:37:00,1,desktop,concerts,treatment,1,1,1,1,143.68,122
1297,8340,2024-03-14 11:48:00,2,desktop,theatre,treatment,1,1,1,1,116.05,254
1298,8188,2024-03-17 17:36:00,2,desktop,sports,treatment,1,1,1,1,207.67,214
1299,785,2024-03-09 15:31:00,1,mobile,theatre,treatment,1,0,0,0,,
1300,484,2024-03-10 10:51:00,1,mobile,sports,treatment,1,1,0,0,,
1301,2082,2024-03-18 19:55:00,3,mobile,theatre,control,1,0,0,0,,
1302,6661,2024-03-08 8:09:00,1,mobile,concerts,control,1,0,0,0,,
1303,7381,2024-03-08 17:40:00,1,mobile,concerts,control,1,1,0,0,,
1304,19,2024-03-22 16:58:00,3,mobile,concerts,control,1,0,0,0,,
1305,559,2024-03-20 15:40:00,3,desktop,concerts,treatment,1,1,1,1,51.97,207
1306,6652,2024-03-23 18:30:00,3,desktop,theatre,treatment,1,0,0,0,,
1307,8494,2024-03-14 14:00:00,2,desktop,concerts,control,1,1,1,0,,
1308,2869,2024-03-11 21:04:00,2,mobile,concerts,treatment,1,1,0,0,,
1309,4813,2024-03-13 20:12:00,2,mobile,concerts,control,1,0,0,0,,
1310,33,2024-03-06 10:06:00,1,mobile,sports,treatment,1,1,0,0,,
1311,3926,2024-03-12 21:43:00,2,mobile,theatre,treatment,1,1,0,0,,
1312,5177,2024-03-07 11:30:00,1,desktop,concerts,control,1,1,0,0,,
1313,1396,2024-03-04 15:32:00,1,desktop,concerts,control,1,0,0,0,,
1314,4874,2024-03-18 22:21:00,3,mobile,sports,treatment,1,0,0,0,,
1315,4378,2024-03-04 18:38:00,1,desktop,sports,control,1,0,0,0,,
1316,5719,2024-03-05 21:22:00,1,mobile,concerts,control,1,0,0,0,,
1317,8476,2024-03-14 22:13:00,2,desktop,sports,treatment,1,1,0,0,,
1318,1751,2024-03-07 10:41:00,1,mobile,sports,treatment,1,0,0,0,,
1319,3633,2024-03-06 16:01:00,1,mobile,concerts,treatment,1,1,1,0,,
1320,1000,2024-03-23 11:48:00,3,mobile,concerts,treatment,1,0,0,0,,
1321,3929,2024-03-18 10:15:00,3,desktop,concerts,treatment,1,1,0,0,,
1322,1812,2024-03-09 9:40:00,1,desktop,concerts,control,1,0,0,0,,
1323,3674,2024-03-16 19:59:00,2,mobile,theatre,control,1,1,0,0,,
1324,7378,2024-03-06 21:40:00,1,mobile,concerts,control,1,1,1,1,128.34,241
1325,512,2024-03-21 16:44:00,3,mobile,concerts,treatment,1,1,1,1,90.76,219
